Dates,EURUSD Exchange rate,ECBRateFutures,EuroStoxx 50 (Equity Markets)
24-08-2012,1.2512,0.11,2434.23
27-08-2012,1.2499,0.11,2461.82
28-08-2012,1.2565,0.11,2442.12
29-08-2012,1.253,0.1,2434.23
30-08-2012,1.2506,0.11,2403.8
31-08-2012,1.2579,0.11,2440.71
03-09-2012,1.2593,0.11,2463.17
04-09-2012,1.2566,0.1,2436.54
05-09-2012,1.2601,0.11,2441.81
06-09-2012,1.2631,0.11,2524.95
07-09-2012,1.2816,0.1,2538.6
10-09-2012,1.2758,0.1,2528.53
11-09-2012,1.2855,0.1,2557.65
12-09-2012,1.29,0.1,2564.8
13-09-2012,1.2991,0.1,2543.22
14-09-2012,1.313,0.1,2594.56
17-09-2012,1.3117,0.09,2583.57
18-09-2012,1.3048,0.1,2553.4
19-09-2012,1.3049,0.09,2567.67
20-09-2012,1.2968,0.1,2553.03
21-09-2012,1.298,0.1,2577.08
24-09-2012,1.2931,0.1,2557.89
25-09-2012,1.2899,0.09,2568.48
26-09-2012,1.2873,0.1,2498.52
27-09-2012,1.2913,0.1,2506.06
28-09-2012,1.286,0.11,2454.26
01-10-2012,1.2888,0.1,2498.81
02-10-2012,1.292,0.09,2493.59
03-10-2012,1.2905,0.08,2492.48
04-10-2012,1.3018,0.1,2485.75
05-10-2012,1.3045,0.09,2531.21
08-10-2012,1.2968,0.09,2496.09
09-10-2012,1.2885,0.09,2472.23
10-10-2012,1.2875,0.09,2456.54
11-10-2012,1.2928,0.1,2487.08
12-10-2012,1.2951,0.09,2469.09
15-10-2012,1.2949,0.1,2485.12
16-10-2012,1.3054,0.09,2547.9
17-10-2012,1.3119,0.09,2569.83
18-10-2012,1.3067,0.09,2574.19
19-10-2012,1.3024,0.1,2542.24
22-10-2012,1.306,0.09,2531.1
23-10-2012,1.2987,0.09,2477.92
24-10-2012,1.2974,0.09,2490.58
25-10-2012,1.2934,0.09,2483.43
26-10-2012,1.2938,0.09,2496.1
29-10-2012,1.2904,0.09,2478.84
30-10-2012,1.2959,0.09,2515.99
31-10-2012,1.296,0.08,2503.64
01-11-2012,1.2943,0.08,2533.87
02-11-2012,1.2835,0.09,2547.15
05-11-2012,1.2796,0.09,2517.67
06-11-2012,1.2814,0.09,2535.94
07-11-2012,1.2771,0.09,2479.1
08-11-2012,1.2747,0.09,2479.13
09-11-2012,1.2714,0.07,2479.82
12-11-2012,1.271,0.08,2473.52
13-11-2012,1.2704,0.08,2493.14
14-11-2012,1.2736,0.08,2472.84
15-11-2012,1.2781,0.08,2461.77
16-11-2012,1.2743,0.08,2427.32
19-11-2012,1.2814,0.08,2495.21
20-11-2012,1.2817,0.07,2509.62
21-11-2012,1.2829,0.07,2519.68
22-11-2012,1.2884,0.07,2535.09
23-11-2012,1.2976,0.07,2557.03
26-11-2012,1.2972,0.07,2542.52
27-11-2012,1.2943,0.07,2543.45
28-11-2012,1.2953,0.07,2546.84
29-11-2012,1.2979,0.07,2581.69
30-11-2012,1.2986,0.08,2575.25
03-12-2012,1.3054,0.08,2582.36
04-12-2012,1.3094,0.07,2590.83
05-12-2012,1.3068,0.07,2592.09
06-12-2012,1.297,0.07,2603.41
07-12-2012,1.2927,0.07,2601.37
10-12-2012,1.2941,0.07,2596.02
11-12-2012,1.3005,0.07,2624.03
12-12-2012,1.3074,0.07,2630.34
13-12-2012,1.3077,0.07,2627.66
14-12-2012,1.3163,0.07,2630.54
17-12-2012,1.3164,0.07,2628.01
18-12-2012,1.3229,0.07,2643.5
19-12-2012,1.3227,0.07,2654.69
20-12-2012,1.3244,0.07,2658.3
21-12-2012,1.3188,0.06,2651.09
24-12-2012,1.3185,0.06,2648.53
25-12-2012,1.3183,,
26-12-2012,1.3224,,
27-12-2012,1.3236,0.07,2659.95
28-12-2012,1.3216,0.08,2626.85
31-12-2012,1.3193,0.13,2635.93
01-01-2013,1.3204,,
02-01-2013,1.3186,0.06,2711.25
03-01-2013,1.3049,0.07,2701.22
04-01-2013,1.3069,0.07,2709.35
07-01-2013,1.3117,0.07,2695.56
08-01-2013,1.3081,0.07,2691.45
09-01-2013,1.3064,0.07,2706.39
10-01-2013,1.3272,0.07,2708.27
11-01-2013,1.3343,0.07,2717.79
14-01-2013,1.3382,0.06,2715.16
15-01-2013,1.3306,0.06,2701.59
16-01-2013,1.3289,0.07,2702.54
17-01-2013,1.3376,0.07,2718.93
18-01-2013,1.3321,0.07,2709.59
21-01-2013,1.3313,0.07,2726.63
22-01-2013,1.3322,0.07,2716.7
23-01-2013,1.3318,0.07,2708.28
24-01-2013,1.3377,0.07,2722.96
25-01-2013,1.3464,0.07,2744.18
28-01-2013,1.3456,0.07,2744.5
29-01-2013,1.3492,0.07,2749.27
30-01-2013,1.3567,0.08,2732.12
31-01-2013,1.3579,0.08,2702.98
01-02-2013,1.364,0.08,2710.08
04-02-2013,1.3514,0.08,2625.17
05-02-2013,1.3583,0.07,2651.21
06-02-2013,1.3523,0.07,2617.35
07-02-2013,1.3398,0.07,2597.92
08-02-2013,1.3365,0.07,2630.3
11-02-2013,1.3406,0.07,2622.61
12-02-2013,1.3454,0.07,2648.83
13-02-2013,1.3452,0.06,2656.86
14-02-2013,1.3363,0.07,2635.35
15-02-2013,1.336,0.06,2615.26
18-02-2013,1.3351,0.06,2616.65
19-02-2013,1.3388,0.06,2662.37
20-02-2013,1.3283,0.07,2640.35
21-02-2013,1.319,0.07,2579.76
22-02-2013,1.3194,0.07,2630.05
25-02-2013,1.3063,0.06,2651.86
26-02-2013,1.3061,0.06,2570.52
27-02-2013,1.3139,0.06,2611.89
28-02-2013,1.3057,0.07,2633.55
01-03-2013,1.3022,0.06,2616.75
04-03-2013,1.3026,0.06,2619.78
05-03-2013,1.3052,0.06,2683.02
06-03-2013,1.2967,0.07,2679.89
07-03-2013,1.3107,0.06,2690.85
08-03-2013,1.3005,0.06,2728.78
11-03-2013,1.3046,0.06,2718.71
12-03-2013,1.3034,0.07,2711.85
13-03-2013,1.2961,0.07,2704.73
14-03-2013,1.3005,0.07,2744.7
15-03-2013,1.3076,0.07,2725.72
18-03-2013,1.2957,0.07,2705.47
19-03-2013,1.2882,0.06,2671.96
20-03-2013,1.2933,0.06,2708.9
21-03-2013,1.2899,0.06,2683.92
22-03-2013,1.2989,0.06,2681.67
25-03-2013,1.2853,0.06,2649.28
26-03-2013,1.2861,0.06,2641.12
27-03-2013,1.278,0.07,2612.46
28-03-2013,1.2816,0.11,2624.02
29-03-2013,1.2819,,
01-04-2013,1.2849,,
02-04-2013,1.282,0.07,2679.8
03-04-2013,1.285,0.07,2639.01
04-04-2013,1.2936,0.07,2621.43
05-04-2013,1.2991,0.08,2585.28
08-04-2013,1.3009,0.08,2589.25
09-04-2013,1.3083,0.08,2595.13
10-04-2013,1.307,0.08,2661.62
11-04-2013,1.3099,0.09,2674.33
12-04-2013,1.3113,0.08,2633.47
15-04-2013,1.3036,0.08,2624.71
16-04-2013,1.3177,0.08,2609.3
17-04-2013,1.3032,0.08,2553.49
18-04-2013,1.3051,0.08,2555.5
19-04-2013,1.3052,0.08,2575.16
22-04-2013,1.3066,0.08,2583.62
23-04-2013,1.2996,0.08,2662.88
24-04-2013,1.3015,0.08,2702.05
25-04-2013,1.3011,0.08,2704.41
26-04-2013,1.303,0.08,2683.43
29-04-2013,1.3099,0.08,2717.38
30-04-2013,1.3168,0.1,2712
01-05-2013,1.318,,2711.74
02-05-2013,1.3065,0.08,2718.9
03-05-2013,1.3114,0.08,2763.68
06-05-2013,1.3076,0.08,2750.52
07-05-2013,1.3079,0.08,2769.08
08-05-2013,1.3153,0.06,2784.62
09-05-2013,1.3043,0.07,2773.16
10-05-2013,1.2989,0.07,2785.24
13-05-2013,1.2975,0.09,2777.39
14-05-2013,1.292,0.08,2795.63
15-05-2013,1.2887,0.08,2809.58
16-05-2013,1.2882,0.08,2806.7
17-05-2013,1.2839,0.07,2817.99
20-05-2013,1.2882,0.07,2824.5
21-05-2013,1.2906,0.08,2821.65
22-05-2013,1.2858,0.08,2835.01
23-05-2013,1.2934,0.08,2776.78
24-05-2013,1.2932,0.08,2764.29
27-05-2013,1.2931,0.08,2795
28-05-2013,1.2856,0.08,2835.87
29-05-2013,1.2941,0.08,2786.54
30-05-2013,1.305,0.07,2799.2
31-05-2013,1.2999,0.11,2769.64
03-06-2013,1.3076,0.08,2747.74
04-06-2013,1.3081,0.08,2755.7
05-06-2013,1.3093,0.08,2709.33
06-06-2013,1.3246,0.08,2676.21
07-06-2013,1.3218,0.08,2724.08
10-06-2013,1.3257,0.08,2719.4
11-06-2013,1.3313,0.08,2683.2
12-06-2013,1.3337,0.08,2666.52
13-06-2013,1.3375,0.07,2661.71
14-06-2013,1.3347,0.08,2667.32
17-06-2013,1.3367,0.08,2702.69
18-06-2013,1.3392,0.07,2700.93
19-06-2013,1.3295,0.08,2683.98
20-06-2013,1.322,0.08,2586.45
21-06-2013,1.3122,0.08,2549.48
24-06-2013,1.312,0.08,2511.83
25-06-2013,1.3077,0.08,2543.37
26-06-2013,1.3012,0.08,2602.81
27-06-2013,1.3038,0.09,2619.86
28-06-2013,1.301,0.21,2602.59
01-07-2013,1.3064,0.08,2622.62
02-07-2013,1.2979,0.08,2603.2
03-07-2013,1.3009,0.08,2570.76
04-07-2013,1.2914,0.09,2646.54
05-07-2013,1.2829,0.09,2596.01
08-07-2013,1.287,0.08,2650.85
09-07-2013,1.2781,0.08,2664.14
10-07-2013,1.2978,0.09,2659.71
11-07-2013,1.3097,0.09,2681.32
12-07-2013,1.3067,0.09,2674.87
15-07-2013,1.3062,0.09,2686.69
16-07-2013,1.3162,0.08,2665.61
17-07-2013,1.3125,0.09,2681.88
18-07-2013,1.3109,0.09,2717.99
19-07-2013,1.3143,0.1,2716.17
22-07-2013,1.3186,0.1,2725.4
23-07-2013,1.3223,0.1,2722.9
24-07-2013,1.3201,0.1,2752.25
25-07-2013,1.3277,0.1,2740.29
26-07-2013,1.3279,0.1,2741.96
29-07-2013,1.3262,0.09,2741.73
30-07-2013,1.3263,0.1,2759.21
31-07-2013,1.3302,0.14,2768.15
01-08-2013,1.3207,0.09,2808.64
02-08-2013,1.3276,0.08,2811
05-08-2013,1.3258,0.08,2809.08
06-08-2013,1.3305,0.08,2790.78
07-08-2013,1.3336,0.1,2794.44
08-08-2013,1.3381,0.08,2816.88
09-08-2013,1.3342,0.08,2825.62
12-08-2013,1.33,0.08,2827.15
13-08-2013,1.3263,0.08,2841.61
14-08-2013,1.3255,0.08,2852.08
15-08-2013,1.3347,0.08,2835.86
16-08-2013,1.3329,0.08,2854.27
19-08-2013,1.3335,0.08,2823.35
20-08-2013,1.3417,0.08,2787.98
21-08-2013,1.3355,0.08,2774.58
22-08-2013,1.3356,0.08,2812.32
23-08-2013,1.3383,0.08,2826.05
26-08-2013,1.3368,0.08,2821.45
27-08-2013,1.3393,0.08,2749.27
28-08-2013,1.334,0.08,2742.61
29-08-2013,1.3241,0.08,2758.31
30-08-2013,1.3222,0.11,2721.37
02-09-2013,1.3192,0.08,2774.09
03-09-2013,1.317,0.08,2753.35
04-09-2013,1.3207,0.07,2758.29
05-09-2013,1.312,0.07,2774.2
06-09-2013,1.3178,0.08,2803.42
09-09-2013,1.3255,0.07,2798.31
10-09-2013,1.3268,0.07,2851.4
11-09-2013,1.3311,0.07,2863.44
12-09-2013,1.3299,0.07,2862.07
13-09-2013,1.3294,0.07,2867.11
16-09-2013,1.3334,0.07,2894.64
17-09-2013,1.3359,0.08,2890.95
18-09-2013,1.3521,0.08,2908.92
19-09-2013,1.353,0.08,2936.2
20-09-2013,1.3524,0.08,2927.19
23-09-2013,1.3493,0.08,2906.35
24-09-2013,1.3474,0.08,2922.93
25-09-2013,1.3526,0.08,2927.35
26-09-2013,1.3489,0.08,2922.99
27-09-2013,1.3522,0.08,2919.34
30-09-2013,1.3527,0.18,2893.15
01-10-2013,1.3526,0.08,2933.02
02-10-2013,1.3579,0.08,2918.31
03-10-2013,1.3619,0.08,2902.12
04-10-2013,1.3558,0.08,2928.31
07-10-2013,1.3581,0.08,2923.04
08-10-2013,1.3573,0.08,2903.35
09-10-2013,1.3524,0.08,2904.73
10-10-2013,1.352,0.08,2969.41
11-10-2013,1.3544,0.08,2974.28
14-10-2013,1.3561,0.08,2977.69
15-10-2013,1.3524,0.08,3004.56
16-10-2013,1.3534,0.08,3015.4
17-10-2013,1.3675,0.09,3010.39
18-10-2013,1.3687,0.09,3033.31
21-10-2013,1.3681,0.09,3028.65
22-10-2013,1.3781,0.09,3045.77
23-10-2013,1.3776,0.09,3017.16
24-10-2013,1.3801,0.1,3038.96
25-10-2013,1.3802,0.1,3034.5
28-10-2013,1.3785,0.1,3022.04
29-10-2013,1.3745,0.1,3050.64
30-10-2013,1.3736,0.1,3040.69
31-10-2013,1.3584,0.23,3067.95
01-11-2013,1.3487,0.09,3052.14
04-11-2013,1.3514,0.09,3061.18
05-11-2013,1.3474,0.09,3035.92
06-11-2013,1.3513,0.09,3056.4
07-11-2013,1.3419,0.08,3042.98
08-11-2013,1.3367,0.08,3034.91
11-11-2013,1.3407,0.08,3052.83
12-11-2013,1.3436,0.07,3034.68
13-11-2013,1.3487,0.07,3021.17
14-11-2013,1.3461,0.08,3053.69
15-11-2013,1.3496,0.08,3054.53
18-11-2013,1.3506,0.08,3081.3
19-11-2013,1.3538,0.09,3049.17
20-11-2013,1.3439,0.09,3047.32
21-11-2013,1.3482,0.11,3044.34
22-11-2013,1.3558,0.12,3055.98
25-11-2013,1.3517,0.13,3072.75
26-11-2013,1.3572,0.13,3062.62
27-11-2013,1.3579,0.12,3082.65
28-11-2013,1.3606,0.13,3092.42
29-11-2013,1.3591,0.28,3086.64
02-12-2013,1.3542,0.11,3077.23
03-12-2013,1.3588,0.12,3013.88
04-12-2013,1.3593,0.13,2991.76
05-12-2013,1.3667,0.13,2953.17
06-12-2013,1.3706,0.13,2979.94
09-12-2013,1.3739,0.12,2988.67
10-12-2013,1.3761,0.13,2960.86
11-12-2013,1.3786,0.14,2947.31
12-12-2013,1.3753,0.14,2928.12
13-12-2013,1.3742,0.15,2921.92
16-12-2013,1.3761,0.18,2978.77
17-12-2013,1.3768,0.21,2941.76
18-12-2013,1.3685,0.18,2975.09
19-12-2013,1.3661,0.16,3031.05
20-12-2013,1.3673,0.16,3049.35
23-12-2013,1.3696,0.16,3070.91
24-12-2013,1.368,0.17,3072.88
25-12-2013,1.3681,,
26-12-2013,1.3691,,
27-12-2013,1.3749,0.19,3111.37
30-12-2013,1.3801,0.22,3100.93
31-12-2013,1.3743,0.45,3109
01-01-2014,1.3763,,
02-01-2014,1.3672,0.15,3059.93
03-01-2014,1.3589,0.11,3074.43
06-01-2014,1.3629,0.1,3069.16
07-01-2014,1.3616,0.1,3110.96
08-01-2014,1.3576,0.14,3110.66
09-01-2014,1.3608,0.16,3090.26
10-01-2014,1.367,0.15,3104.15
13-01-2014,1.3671,0.15,3111.94
14-01-2014,1.3679,0.15,3119.53
15-01-2014,1.3605,0.21,3168.76
16-01-2014,1.362,0.3,3150.2
17-01-2014,1.3541,0.34,3154.1
20-01-2014,1.3552,0.36,3153.17
21-01-2014,1.3561,0.35,3153.08
22-01-2014,1.3547,0.24,3151.27
23-01-2014,1.3696,0.21,3117.08
24-01-2014,1.3678,0.19,3028.2
27-01-2014,1.3673,0.19,3014.62
28-01-2014,1.3671,0.18,3038.6
29-01-2014,1.3663,0.16,3011.45
30-01-2014,1.3555,0.16,3027.3
31-01-2014,1.3486,0.23,3013.96
03-02-2014,1.3525,0.14,2963.96
04-02-2014,1.3519,0.13,2962.49
05-02-2014,1.3533,0.14,2962.51
06-02-2014,1.359,0.13,3010.79
07-02-2014,1.3635,0.13,3038.49
10-02-2014,1.3646,0.13,3032.53
11-02-2014,1.3638,0.12,3077.08
12-02-2014,1.3593,0.17,3094.89
13-02-2014,1.3681,0.16,3097.95
14-02-2014,1.3693,0.14,3119.06
17-02-2014,1.3707,0.15,3118.91
18-02-2014,1.3759,0.15,3117.44
19-02-2014,1.3733,0.16,3120.8
20-02-2014,1.3719,0.17,3121.59
21-02-2014,1.3746,0.17,3131.67
24-02-2014,1.3735,0.17,3157.31
25-02-2014,1.3745,0.17,3157.48
26-02-2014,1.3687,0.17,3148.19
27-02-2014,1.371,0.16,3134.94
28-02-2014,1.3802,0.26,3149.23
03-03-2014,1.3735,0.16,3053.99
04-03-2014,1.3743,0.16,3136.33
05-03-2014,1.3733,0.16,3135.97
06-03-2014,1.3861,0.16,3144.53
07-03-2014,1.3875,0.16,3095.31
10-03-2014,1.3877,0.17,3092.79
11-03-2014,1.386,0.17,3092.55
12-03-2014,1.3903,0.17,3065.46
13-03-2014,1.3868,0.17,3019.54
14-03-2014,1.3914,0.16,3004.64
17-03-2014,1.3922,0.16,3049.19
18-03-2014,1.3934,0.16,3073.75
19-03-2014,1.3833,0.17,3076.36
20-03-2014,1.3779,0.16,3088.9
21-03-2014,1.3794,0.17,3096.49
24-03-2014,1.3839,0.17,3052.91
25-03-2014,1.3826,0.17,3096.64
26-03-2014,1.3781,0.17,3130.17
27-03-2014,1.374,0.17,3133.75
28-03-2014,1.3752,0.2,3172.43
31-03-2014,1.3769,0.69,3161.6
01-04-2014,1.3793,0.19,3186.34
02-04-2014,1.3767,0.21,3187.45
03-04-2014,1.372,0.22,3206.76
04-04-2014,1.3705,0.21,3230.33
07-04-2014,1.3742,0.22,3185.97
08-04-2014,1.3797,0.22,3177.66
09-04-2014,1.3855,0.21,3182.79
10-04-2014,1.3886,0.21,3152.86
11-04-2014,1.3885,0.21,3116.54
14-04-2014,1.3821,0.21,3131.57
15-04-2014,1.3815,0.21,3091.52
16-04-2014,1.3816,0.2,3139.26
17-04-2014,1.3814,0.22,3155.81
18-04-2014,1.3813,,
21-04-2014,1.3793,,
22-04-2014,1.3805,0.22,3199.69
23-04-2014,1.3817,0.24,3175.97
24-04-2014,1.3831,0.29,3189.81
25-04-2014,1.3834,0.33,3147.4
28-04-2014,1.3851,0.4,3165.84
29-04-2014,1.3812,0.46,3208.68
30-04-2014,1.3867,0.4,3198.39
01-05-2014,1.387,,3198.66
02-05-2014,1.3869,0.16,3177.89
05-05-2014,1.3875,0.13,3171.29
06-05-2014,1.3928,0.11,3149.79
07-05-2014,1.391,0.26,3159.67
08-05-2014,1.384,0.24,3204.3
09-05-2014,1.3758,0.22,3184.09
12-05-2014,1.3757,0.19,3206.97
13-05-2014,1.3704,0.18,3211.78
14-05-2014,1.3715,0.18,3210.42
15-05-2014,1.371,0.17,3163.22
16-05-2014,1.3694,0.17,3172.72
19-05-2014,1.3709,0.18,3169.9
20-05-2014,1.3702,0.2,3163.93
21-05-2014,1.3687,0.27,3187.08
22-05-2014,1.3656,0.34,3187.63
23-05-2014,1.3629,0.4,3203.28
26-05-2014,1.3646,0.42,3240.39
27-05-2014,1.3635,0.47,3244.28
28-05-2014,1.3591,0.24,3246.24
29-05-2014,1.3602,0.24,3244.66
30-05-2014,1.3635,0.45,3244.6
02-06-2014,1.3597,0.23,3247.8
03-06-2014,1.3628,0.19,3241.04
04-06-2014,1.3599,0.14,3237.93
05-06-2014,1.366,0.1,3267.05
06-06-2014,1.3643,0.07,3294.28
09-06-2014,1.3594,0.05,3305.26
10-06-2014,1.3547,0.06,3313.8
11-06-2014,1.3532,0.06,3289.09
12-06-2014,1.3552,0.04,3284.28
13-06-2014,1.354,0.03,3282.84
16-06-2014,1.3574,0.03,3261.42
17-06-2014,1.3547,0.03,3275.33
18-06-2014,1.3595,0.02,3279.2
19-06-2014,1.3608,0.01,3314.8
20-06-2014,1.36,0.02,3302.36
23-06-2014,1.3605,0.03,3282.58
24-06-2014,1.3606,0.04,3284.81
25-06-2014,1.3629,0.04,3252.31
26-06-2014,1.3612,0.04,3233.19
27-06-2014,1.3649,0.02,3227.85
30-06-2014,1.3692,0.34,3228.24
01-07-2014,1.3679,0.03,3258.71
02-07-2014,1.366,0.02,3252.25
03-07-2014,1.361,0.03,3289.75
04-07-2014,1.3595,0.03,3270.47
07-07-2014,1.3605,0.03,3230.92
08-07-2014,1.3612,0.03,3184.38
09-07-2014,1.3642,0.03,3203.1
10-07-2014,1.3609,0.04,3150.59
11-07-2014,1.3608,0.05,3157.05
14-07-2014,1.3619,0.05,3185.86
15-07-2014,1.3568,0.03,3153.75
16-07-2014,1.3525,0.04,3202.94
17-07-2014,1.3526,0.04,3157.82
18-07-2014,1.3524,0.04,3164.21
21-07-2014,1.3524,0.05,3137.06
22-07-2014,1.3466,0.04,3189.22
23-07-2014,1.3464,0.05,3193.13
24-07-2014,1.3464,0.04,3220.07
25-07-2014,1.343,0.04,3174.99
28-07-2014,1.344,0.04,3171.55
29-07-2014,1.3409,0.03,3190.54
30-07-2014,1.3397,0.04,3169.23
31-07-2014,1.339,0.18,3115.51
01-08-2014,1.3427,0.02,3072.57
04-08-2014,1.3422,0.03,3070.46
05-08-2014,1.3376,0.03,3072.2
06-08-2014,1.3383,0.02,3050.37
07-08-2014,1.3364,0.01,3012.88
08-08-2014,1.341,0.02,3006.83
11-08-2014,1.3385,0.01,3047.56
12-08-2014,1.3369,0.01,3023.77
13-08-2014,1.3364,0.02,3056.17
14-08-2014,1.3365,0.01,3058.16
15-08-2014,1.3401,0.01,3033.52
18-08-2014,1.3364,0.01,3073.45
19-08-2014,1.332,0,3091.11
20-08-2014,1.3259,0.01,3083.5
21-08-2014,1.3281,0.01,3124.56
22-08-2014,1.3242,0.01,3098.5
25-08-2014,1.3192,0.02,3165.47
26-08-2014,1.3167,0.01,3197.54
27-08-2014,1.3193,0.01,3194.45
28-08-2014,1.3182,0,3164.44
29-08-2014,1.3132,0.1,3172.63
01-09-2014,1.3128,-0.01,3175.05
02-09-2014,1.3133,-0.01,3180.29
03-09-2014,1.315,-0.01,3218.84
04-09-2014,1.2944,0,3277.25
05-09-2014,1.2951,0,3275.25
08-09-2014,1.2895,0,3267.54
09-09-2014,1.2937,0.01,3245.43
10-09-2014,1.2917,-0.02,3244.16
11-09-2014,1.2925,-0.02,3237.76
12-09-2014,1.2963,-0.01,3235.07
15-09-2014,1.294,-0.01,3231.7
16-09-2014,1.296,0.01,3221.73
17-09-2014,1.2865,0.01,3237.44
18-09-2014,1.2923,0,3271.37
19-09-2014,1.2829,0.01,3273.25
22-09-2014,1.2849,0,3257.48
23-09-2014,1.2847,0.02,3205.93
24-09-2014,1.278,0.02,3244.01
25-09-2014,1.2751,0,3202.31
26-09-2014,1.2684,-0.02,3219.58
29-09-2014,1.2685,-0.02,3186.95
30-09-2014,1.2631,0.2,3225.93
01-10-2014,1.2623,-0.03,3195.08
02-10-2014,1.2669,-0.03,3106.42
03-10-2014,1.2516,-0.04,3133.37
06-10-2014,1.2655,-0.01,3138.67
07-10-2014,1.2669,-0.03,3082.1
08-10-2014,1.2734,-0.02,3053.31
09-10-2014,1.2691,-0.02,3042.45
10-10-2014,1.2628,-0.01,2991.5
13-10-2014,1.2752,-0.02,2998.32
14-10-2014,1.2658,-0.03,3000.99
15-10-2014,1.2838,-0.01,2892.55
16-10-2014,1.2809,-0.01,2874.65
17-10-2014,1.2761,-0.01,2962.24
20-10-2014,1.28,0,2927.3
21-10-2014,1.2716,0.01,2991.46
22-10-2014,1.2649,0.02,3008.53
23-10-2014,1.2646,0.01,3044.3
24-10-2014,1.2671,0.02,3030.37
27-10-2014,1.2698,0.01,2998.84
28-10-2014,1.2734,0.01,3036.15
29-10-2014,1.2632,0.01,3022.42
30-10-2014,1.2613,0,3035.9
31-10-2014,1.2525,0.08,3113.32
03-11-2014,1.2482,-0.04,3082.32
04-11-2014,1.2546,-0.04,3034.24
05-11-2014,1.2486,-0.04,3091.54
06-11-2014,1.2375,-0.04,3102.07
07-11-2014,1.2455,-0.04,3064.92
10-11-2014,1.2421,-0.03,3094.6
11-11-2014,1.2475,-0.04,3104.59
12-11-2014,1.2438,-0.03,3047.3
13-11-2014,1.2477,-0.03,3056.8
14-11-2014,1.2525,-0.03,3059.99
17-11-2014,1.245,-0.03,3084.79
18-11-2014,1.2536,-0.02,3120.42
19-11-2014,1.2554,-0.02,3123.12
20-11-2014,1.2539,-0.02,3102.21
21-11-2014,1.2391,-0.01,3194.22
24-11-2014,1.2442,-0.01,3211.7
25-11-2014,1.2474,0.02,3226.15
26-11-2014,1.2506,0.05,3226.08
27-11-2014,1.2467,0.03,3244.92
28-11-2014,1.2452,0.13,3250.93
01-12-2014,1.247,-0.01,3232.91
02-12-2014,1.2383,-0.02,3238.35
03-12-2014,1.2311,-0.02,3247.72
04-12-2014,1.2379,-0.04,3191.25
05-12-2014,1.2283,-0.04,3277.38
08-12-2014,1.2317,-0.05,3247.99
09-12-2014,1.2374,-0.04,3162.77
10-12-2014,1.2448,-0.02,3150.95
11-12-2014,1.2411,-0.01,3159.11
12-12-2014,1.2462,-0.02,3067.32
15-12-2014,1.2437,-0.02,2982.9
16-12-2014,1.2511,-0.02,3049.99
17-12-2014,1.2342,-0.03,3051.99
18-12-2014,1.2286,-0.03,3153.77
19-12-2014,1.2229,-0.06,3141.28
22-12-2014,1.223,-0.05,3154.91
23-12-2014,1.2172,-0.08,3192.47
24-12-2014,1.2196,-0.08,3184.66
25-12-2014,1.2225,,
26-12-2014,1.2183,,
29-12-2014,1.2152,-0.06,3185.17
30-12-2014,1.2156,-0.08,3135.95
31-12-2014,1.2098,0.14,3146.43
01-01-2015,1.2104,,
02-01-2015,1.2002,-0.08,3139.44
05-01-2015,1.1933,-0.07,3023.14
06-01-2015,1.189,-0.08,3007.91
07-01-2015,1.1839,-0.07,3026.79
08-01-2015,1.1793,-0.07,3135.08
09-01-2015,1.1842,-0.05,3042.9
12-01-2015,1.1834,-0.06,3084.18
13-01-2015,1.1773,-0.07,3133.86
14-01-2015,1.1789,-0.07,3089.67
15-01-2015,1.1633,-0.07,3157.36
16-01-2015,1.1567,-0.08,3202.24
19-01-2015,1.1606,-0.08,3220.9
20-01-2015,1.155,-0.08,3244.92
21-01-2015,1.161,-0.07,3269.73
22-01-2015,1.1366,-0.04,3322.65
23-01-2015,1.1204,-0.02,3382.55
26-01-2015,1.1238,-0.03,3414.28
27-01-2015,1.1381,-0.02,3372.58
28-01-2015,1.1287,-0.03,3358.96
29-01-2015,1.132,-0.03,3371.83
30-01-2015,1.1291,0.09,3351.44
02-02-2015,1.1341,-0.02,3370.11
03-02-2015,1.1481,-0.03,3414.18
04-02-2015,1.1345,-0.04,3415.53
05-02-2015,1.1477,-0.03,3408.96
06-02-2015,1.1316,-0.04,3398.16
09-02-2015,1.1325,-0.04,3347.75
10-02-2015,1.1321,-0.04,3383.13
11-02-2015,1.1336,-0.05,3374.14
12-02-2015,1.1403,-0.04,3417.61
13-02-2015,1.1394,-0.05,3447.59
16-02-2015,1.1355,-0.05,3433.3
17-02-2015,1.1411,-0.04,3438.44
18-02-2015,1.1397,-0.04,3465.8
19-02-2015,1.1368,-0.03,3488.08
20-02-2015,1.1381,-0.04,3490.53
23-02-2015,1.1335,-0.04,3519.58
24-02-2015,1.134,-0.05,3547.1
25-02-2015,1.1361,-0.05,3541.78
26-02-2015,1.1198,-0.06,3574.94
27-02-2015,1.1196,0.06,3599
02-03-2015,1.1184,-0.06,3591.09
03-03-2015,1.1176,-0.06,3549.11
04-03-2015,1.1078,-0.06,3583.44
05-03-2015,1.103,-0.06,3618.21
06-03-2015,1.0844,-0.06,3617.62
09-03-2015,1.0852,-0.06,3610.28
10-03-2015,1.0698,-0.06,3567.25
11-03-2015,1.0547,-0.06,3649.54
12-03-2015,1.0635,-0.06,3641.32
13-03-2015,1.0496,-0.04,3656.21
16-03-2015,1.0568,-0.06,3706.75
17-03-2015,1.0597,-0.04,3672.16
